OG	Median OG length (bp)	Proportion contexts near scaffold edge	Number of genomes with OG	Number of instances	Context variability score	Context variability score - complete contexts	Context entropy score	Context entropy score - complete contexts	Number of distinct neighbor OGs	Number of distinct OGs from complete contexts	Avg. number of distinct neighbor OGs	Avg. number of distinct neighbor OGs from complete contexts	description 	cog
OG0001474	1014	0.08	75	75	0.12	0.13	3.88	3.87	146	142	18.12	18.12	Catalyzes the transfer of the phosphoribosyl group of 5- phosphorylribose-1-pyrophosphate (PRPP) to anthranilate to yield N-(5'-phosphoribosyl)-anthranilate (PRA)	F
OG0001632	1602	0.03	62	67	0.15	0.15	3.88	3.89	132	132	19.18	19.18	ATPase domain of DNA mismatch repair MUTS family	L
OG0001744	1077	0.07	58	58	0.16	0.16	3.88	3.89	135	134	21.22	21.22	phosphomevalonate kinase	I
OG0001767	594	0	51	56	0.19	0.19	3.88	3.88	93	93	17.41	17.41	Domain of unkown function (DUF1775)	S
OG0002338	1725	0	20	20	0.21	0.21	3.88	3.88	88	88	18.65	18.65	Glycosyl hydrolase family 3 N terminal domain	G
OG0002522	237	0	16	16	0.35	0.35	3.88	3.88	82	82	29	29	-	-
OG0002541	558	0.07	14	15	0.29	0.29	3.88	3.89	87	86	25.2	25.2	"domain, Protein"	N
OG0003129	180	0.29	6	7	0.4	0.41	3.88	3.85	58	56	23.14	23.14	-	-
OG0003356	2106	0.2	5	5	0.29	0.3	3.88	3.86	54	53	15.8	15.8	Glycosyl hydrolases family 31	G
OG0003416	288	0	5	5	0.33	0.33	3.88	3.88	58	58	19	19	#N/A	#N/A
OG0003500	210	0.6	4	5	0.21	0.27	3.88	3.69	50	40	10.6	10.6	-	-
OG0003502	831	0	5	5	0.31	0.31	3.88	3.88	60	60	18.8	18.8	Catalyzes the reversible cleavage of L-rhamnulose-1- phosphate to dihydroxyacetone phosphate (DHAP) and L-lactaldehyde	G
OG0003808	987	0	3	3	0.35	0.35	3.88	3.88	49	49	17	17	HNH endonuclease	L
OG0003893	585	0	3	3	0.55	0.55	3.88	3.88	53	53	29	29	-	-
OG0000308	399	0.05	77	85	0.12	0.12	3.89	3.91	157	156	18.78	18.78	Probably involved in ribonucleotide reductase function	F
OG0000446	943.5	0.07	77	80	0.1	0.1	3.89	3.85	192	180	18.56	18.56	Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family	C
OG0000547	1320	0.05	77	79	0.13	0.13	3.89	3.89	175	174	22.08	22.08	Belongs to the 5'-nucleotidase family	F
OG0001710	1440	0.03	59	60	0.14	0.15	3.89	3.9	128	127	18.52	18.52	"The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active -transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane"	G
OG0002410	177	0.11	18	18	0.29	0.29	3.89	3.88	74	72	21.11	21.11	#N/A	#N/A
OG0002865	246	0.7	4	10	0.28	0.57	3.89	3.3	62	30	17.2	17.2	#N/A	#N/A
OG0003071	849	0	7	7	0.35	0.35	3.89	3.89	56	56	19.71	19.71	S-adenosyl-l-methionine hydroxide adenosyltransferase	K
OG0003286	282	0	6	6	0.25	0.25	3.89	3.89	57	57	14.17	14.17	#N/A	#N/A
OG0003388	192	0	5	5	0.77	0.77	3.89	3.89	53	53	40.6	40.6	-	-
OG0003390	276	0	5	5	0.76	0.76	3.89	3.89	52	52	39.6	39.6	-	-
OG0003441	1302	0	5	5	0.31	0.31	3.89	3.89	54	54	17	17	-	-
OG0003463	693	0	5	5	0.39	0.39	3.89	3.89	54	54	20.8	20.8	CAAX protease self-immunity	S
OG0003584	133.5	0	4	4	0.77	0.77	3.89	3.89	52	52	40	40	#N/A	#N/A
OG0003586	1126.5	0.25	4	4	0.32	0.4	3.89	3.67	53	42	16.75	16.75	AAA domain (Cdc48 subfamily)	O
OG0003713	654	0	4	4	0.35	0.35	3.89	3.89	52	52	18	18	Protein of unknown function (DUF2848)	Q
OG0003835	675	0.33	3	3	0.33	0.42	3.89	3.66	49	39	16.33	16.33	-	-
OG0003863	705	0	3	3	0.39	0.39	3.89	3.89	51	51	19.67	19.67	FRG domain	S
OG0004072	303	0.33	1	3	0.49	0.51	3.89	3.87	53	51	26	26	#N/A	#N/A
OG0004414	619.5	0.5	2	2	0.5	0.66	3.89	3.61	49	37	24.5	24.5	#N/A	#N/A
OG0000237	2136	0.08	77	95	0.15	0.16	3.9	3.82	179	167	26.98	26.98	"Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone"	L
OG0000287	1161	0.02	74	88	0.11	0.11	3.9	3.9	176	175	18.53	18.53	Aminotransferase	E
OG0000846	369	0.01	77	77	0.2	0.2	3.9	3.9	162	162	32.43	32.43	Ribosomal protein L17	J
OG0001575	1209	0.07	66	71	0.15	0.16	3.9	3.83	131	125	20.11	20.11	Catalyzes the sodium-dependent transport of glutamate	P
OG0002270	258	0	23	23	0.32	0.32	3.9	3.9	90	90	28.57	28.57	-	-
OG0002280	660	0	22	23	0.2	0.2	3.9	3.9	80	80	16.35	16.35	Ring-cleavage extradiol dioxygenase	E
OG0002901	291	0.11	9	9	0.29	0.29	3.9	3.91	72	70	20.56	20.56	#N/A	#N/A
OG0002962	669	0.12	8	8	0.27	0.27	3.9	3.93	64	64	17	17	RNA pseudouridylate synthase	J
OG0003065	252	0	7	7	0.44	0.44	3.9	3.9	65	65	28.43	28.43	-	-
OG0003090	363	0.14	7	7	0.32	0.33	3.9	3.94	65	64	21	21	-	-
OG0003362	156	0	3	5	0.44	0.44	3.9	3.9	60	60	26.2	26.2	-	-
OG0003378	723	0	5	5	0.73	0.73	3.9	3.9	53	53	38.8	38.8	-	-
OG0003387	180	0	5	5	0.77	0.77	3.9	3.9	53	53	40.8	40.8	-	-
OG0003580	219	0	2	4	0.47	0.47	3.9	3.9	60	60	28	28	#N/A	#N/A
OG0003676	195	0	4	4	0.38	0.38	3.9	3.9	57	57	21.75	21.75	#N/A	#N/A
OG0003693	567	0.25	4	4	0.33	0.34	3.9	3.88	53	52	17.5	17.5	-	-
OG0004003	1674	0	3	3	0.54	0.54	3.9	3.9	57	57	31	31	-	-
OG0004059	180	0.33	3	3	0.52	0.6	3.9	3.79	55	47	28.33	28.33	#N/A	#N/A
OG0004463	789	0	2	2	0.51	0.51	3.9	3.9	50	50	25.5	25.5	#N/A	#N/A
OG0001571	969	0.06	68	71	0.15	0.15	3.91	3.92	132	130	19.35	19.35	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily	P
OG0001694	414	0.02	62	62	0.14	0.14	3.91	3.91	121	120	16.77	16.77	Uncharacterized protein conserved in bacteria (DUF2188)	S
OG0002163	363	0	24	28	0.22	0.22	3.91	3.91	94	94	21.11	21.11	-	-
OG0002304	945	0	22	22	0.22	0.22	3.91	3.91	89	89	19.64	19.64	helix_turn _helix lactose operon repressor	K
OG0002585	1272	0	14	14	0.29	0.29	3.91	3.91	64	64	18.36	18.36	4Fe-4S dicluster domain	C
OG0003037	243	0.14	7	7	0.35	0.39	3.91	3.82	54	48	18.86	18.86	#N/A	#N/A
OG0003174	594	0.17	6	6	0.32	0.32	3.91	3.87	59	59	19	19	competence protein COMEC	N
OG0003407	117	0.4	5	5	0.34	0.67	3.91	3.3	57	29	19.4	19.4	#N/A	#N/A
OG0003749	192	0	4	4	0.31	0.31	3.91	3.91	55	55	17	17	#N/A	#N/A
OG0003859	426	0	3	3	0.37	0.37	3.91	3.91	53	53	19.67	19.67	Tetratricopeptide repeat	S
OG0004046	1146	0	3	3	0.39	0.39	3.91	3.91	54	54	21	21	"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain"	M
OG0004125	127.5	0	2	2	0.5	0.5	3.91	3.91	50	50	25	25	#N/A	#N/A
OG0004501	2227.5	0	2	2	0.7	0.7	3.91	3.91	53	53	37	37	3'-5' exonuclease	L
OG0004543	270	0	1	2	0.5	0.5	3.91	3.91	50	50	25	25	"Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome"	J
OG0004623	559.5	0	2	2	0.5	0.5	3.91	3.91	50	50	25	25	phosphoglycerate mutase	G
OG0000264	795	0	77	91	0.15	0.15	3.92	3.92	126	126	18.67	18.67	Part of the ABC transporter complex TagGH involved in teichoic acids export. Responsible for energy coupling to the transport system	GM
OG0001342	414	0.06	77	77	0.15	0.16	3.92	3.92	132	129	20.19	20.19	Domain of unknown function (DUF1934)	S
OG0001993	405	0.03	38	38	0.27	0.27	3.92	3.91	77	77	20.76	20.76	Thioesterase-like superfamily	S
OG0002514	510	0	16	16	0.22	0.22	3.92	3.92	86	86	18.56	18.56	"Tripartite ATP-independent periplasmic transporters, DctQ component"	G
OG0002992	96	0.12	8	8	0.33	0.41	3.92	3.74	64	51	21	21	#N/A	#N/A
OG0003118	441	0.29	7	7	0.31	0.32	3.92	3.89	60	58	18.43	18.43	DNA mismatch endonuclease Vsr	L
OG0003360	1920	0.2	5	5	0.32	0.32	3.92	3.93	57	57	18	18	"Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome"	J
OG0003444	549	1	5	5	0.28	NA	3.92	NA	57	0	16.2	16.2	-	-
OG0003501	1260	0	5	5	0.31	0.31	3.92	3.92	62	62	19.4	19.4	Belongs to the rhamnose isomerase family	G
OG0003621	1065	0	4	4	0.4	0.4	3.92	3.92	59	59	23.75	23.75	Phage major capsid protein E	S
OG0003916	123	1	3	3	0.38	NA	3.92	NA	53	0	20	20	#N/A	#N/A
OG0003977	174	0	3	3	0.45	0.45	3.92	3.92	57	57	25.67	25.67	#N/A	#N/A
OG0003983	165	0	3	3	0.47	0.47	3.92	3.92	54	54	25.33	25.33	#N/A	#N/A
OG0004278	138	0	2	2	0.76	0.76	3.92	3.92	53	53	40.5	40.5	#N/A	#N/A
OG0004390	154.5	0	2	2	0.59	0.59	3.92	3.92	53	53	31.5	31.5	#N/A	#N/A
OG0004668	328.5	0	2	2	0.56	0.56	3.92	3.92	52	52	29	29	#N/A	#N/A
OG0001196	612	0.1	77	77	0.09	0.09	3.93	3.97	220	220	18.79	18.79	succinate dehydrogenase	C
OG0001465	273	0.01	76	76	0.1	0.1	3.93	3.94	152	152	15.07	15.07	-	-
OG0002218	264	0.04	25	25	0.29	0.29	3.93	3.94	100	100	29.4	29.4	-	-
OG0002513	1296	0	16	16	0.22	0.22	3.93	3.93	86	86	19.19	19.19	"Tripartite ATP-independent periplasmic transporter, DctM component"	G
OG0002690	972	0.08	12	12	0.24	0.24	3.93	3.88	75	74	17.83	17.83	FecCD transport family	P
OG0002817	1263	0.2	9	10	0.2	0.21	3.93	3.99	83	80	17	17	CRISPR-associated protein (Cas_Csm6)	S
OG0002972	177	0	8	8	0.3	0.3	3.93	3.93	65	65	19.38	19.38	-	-
OG0003093	1326	0	7	7	0.27	0.27	3.93	3.93	71	71	19.29	19.29	MatE	V
OG0003152	1338	0	5	7	0.33	0.33	3.93	3.93	64	64	21.29	21.29	Major Facilitator	EGP
OG0003253	276	0.67	6	6	0.28	0.57	3.93	3.45	67	33	18.67	18.67	COG0695 Glutaredoxin and related proteins	O
OG0003334	201	0.4	5	5	0.27	0.32	3.93	3.79	57	47	15.2	15.2	-	-
OG0003392	1038	0	5	5	0.76	0.76	3.93	3.93	54	54	40.8	40.8	-	-
OG0003420	519	0	5	5	0.36	0.36	3.93	3.93	61	61	22	22	Protein of unknown function (DUF1706)	S
OG0003651	177	0.25	4	4	0.34	0.38	3.93	3.87	57	51	19.5	19.5	#N/A	#N/A
OG0003652	301.5	0.25	4	4	0.34	0.38	3.93	3.87	57	51	19.5	19.5	#N/A	#N/A
OG0003792	1827	0	3	3	0.33	0.33	3.93	3.93	51	51	17	17	Protein of unknown function DUF262	U
OG0004048	258	0	3	3	0.33	0.33	3.93	3.93	51	51	17	17	Sporulation delaying protein SdpA	S
OG0004061	450	0	3	3	0.38	0.38	3.93	3.93	54	54	20.33	20.33	Acetyltransferase GNAT Family	K
OG0004153	363	0	1	2	0.65	0.65	3.93	3.93	54	54	35	35	#N/A	#N/A
OG0004217	160.5	0	1	2	0.57	0.57	3.93	3.93	53	53	30	30	#N/A	#N/A
OG0004222	237	0	2	2	0.71	0.71	3.93	3.93	54	54	38.5	38.5	#N/A	#N/A
OG0004761	1062	0.5	2	2	0.5	1.11	3.93	3.14	51	23	25.5	25.5	Type I restriction enzyme R protein N terminus (HSDR_N)	S
OG0000800	417	0.03	77	77	0.15	0.15	3.94	3.94	117	114	17.32	17.32	Protein of unknown function (DUF2871)	S
OG0001292	681	0.06	77	77	0.1	0.11	3.94	3.92	198	197	20.78	20.78	#N/A	#N/A
OG0001295	945	0.05	77	77	0.1	0.1	3.94	3.95	198	198	19.27	19.27	May be required for sporulation	K
OG0001341	1662	0.06	77	77	0.16	0.16	3.94	3.95	136	134	21.61	21.61	Arginyl-tRNA synthetase	J
OG0001411	729	0.05	76	76	0.13	0.13	3.94	3.93	166	163	21.83	21.83	-	-
OG0001886	1665	0.04	44	46	0.19	0.2	3.94	3.91	96	89	17.96	17.96	Na+/Pi-cotransporter	P
OG0001918	198	0	44	44	0.18	0.18	3.94	3.94	119	119	21.36	21.36	-	-
OG0002116	1209	0.06	27	31	0.18	0.18	3.94	3.98	103	103	18.13	18.13	UDP-glucoronosyl and UDP-glucosyl transferase	CG
OG0002208	894	0	24	26	0.21	0.21	3.94	3.94	96	96	19.77	19.77	ROK family	GK
OG0002297	519	0	22	22	0.17	0.17	3.94	3.94	85	85	14.73	14.73	#N/A	#N/A
OG0002337	1203	0.05	20	20	0.19	0.19	3.94	3.92	87	87	16.8	16.8	"Pyridoxal-dependent decarboxylase, pyridoxal binding domain"	E
OG0002540	423	0.07	14	15	0.28	0.29	3.94	3.94	91	90	25.73	25.73	Protein of unknown function (DUF3168)	S
OG0003096	756	0	6	7	0.23	0.23	3.94	3.94	66	66	15.43	15.43	Saccharopine dehydrogenase NADP binding domain	E
OG0003258	2239.5	0	6	6	0.28	0.28	3.94	3.94	63	63	17.33	17.33	Glycosyl hydrolase family 3 C-terminal domain	G
OG0003591	2986.5	0.25	4	4	0.31	0.37	3.94	3.78	57	47	17.5	17.5	tRNA synthetases class I (K)	J
OG0003712	237	0	4	4	0.34	0.34	3.94	3.94	58	58	20	20	#N/A	#N/A
OG0003902	396	0	3	3	0.39	0.39	3.94	3.94	54	54	21.33	21.33	#N/A	#N/A
OG0004411	544.5	0	2	2	0.52	0.52	3.94	3.94	52	52	27	27	#N/A	#N/A
OG0004462	376.5	0	2	2	0.56	0.56	3.94	3.94	53	53	29.5	29.5	#N/A	#N/A
OG0004632	661.5	0	2	2	0.51	0.51	3.94	3.94	52	52	26.5	26.5	#N/A	#N/A
OG0000402	945	0.04	77	80	0.21	0.21	3.95	3.94	162	161	34.36	34.36	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	K
OG0000684	1281	0.04	77	78	0.13	0.13	3.95	3.96	168	167	22.44	22.44	Homoserine dehydrogenase	E
OG0001347	366	0.05	77	77	0.12	0.12	3.95	3.95	169	168	20.81	20.81	membrane	S
OG0001953	1797	0.07	41	41	0.15	0.15	3.95	3.94	112	112	16.88	16.88	Sodium/hydrogen exchanger family	P
OG0002689	882	0.08	12	12	0.24	0.24	3.95	3.9	77	76	18.33	18.33	Periplasmic binding protein	P
OG0003261	729	0.33	6	6	0.27	0.36	3.95	3.7	61	46	16.67	16.67	#N/A	#N/A
OG0003380	441	0	5	5	0.74	0.74	3.95	3.95	56	56	41.4	41.4	-	-
OG0003384	222	0	5	5	0.76	0.76	3.95	3.95	56	56	42.8	42.8	-	-
OG0003386	273	0	5	5	0.75	0.75	3.95	3.95	56	56	42.2	42.2	-	-
OG0003600	1209	0.75	4	4	0.29	0.72	3.95	3.09	55	22	15.75	15.75	#N/A	#N/A
OG0003607	526.5	0.25	4	4	0.28	0.28	3.95	3.95	54	53	15	15	-	-
OG0003700	471	0.5	4	4	0.29	0.38	3.95	3.73	55	42	15.75	15.75	#N/A	#N/A
OG0004117	195	0.5	2	2	0.54	0.75	3.95	3.64	53	38	28.5	28.5	#N/A	#N/A
OG0004118	228	0.5	2	2	0.54	0.75	3.95	3.64	53	38	28.5	28.5	-	-
OG0000466	357	0.01	77	79	0.14	0.14	3.96	3.95	133	129	18.7	18.7	Protein of unknown function (DUF3139)	S
OG0001536	180	0.05	73	73	0.12	0.12	3.96	3.96	180	177	20.82	20.82	-	-
OG0001865	471	0.04	45	48	0.18	0.18	3.96	3.95	103	103	18.23	18.23	GyrI-like small molecule binding domain	K
OG0002398	570	0.05	15	19	0.26	0.27	3.96	3.96	91	90	24.11	24.11	Phage tail tube protein	S
OG0002515	1038	0	16	16	0.21	0.21	3.96	3.96	91	91	19.06	19.06	"Bacterial extracellular solute-binding protein, family 7"	G
OG0002885	1239	0	9	9	0.31	0.31	3.96	3.96	66	66	20.44	20.44	O-Antigen ligase	M
OG0002892	117	0.22	8	9	0.26	0.28	3.96	3.97	79	73	20.33	20.33	-	-
OG0003028	669	0	7	7	0.31	0.31	3.96	3.96	67	67	20.71	20.71	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	T
OG0003060	1050	0	7	7	0.27	0.27	3.96	3.96	76	76	20.43	20.43	#N/A	#N/A
OG0003383	321	0	5	5	0.75	0.75	3.96	3.96	57	57	42.8	42.8	-	-
OG0003385	543	0	5	5	0.74	0.74	3.96	3.96	57	57	42	42	-	-
OG0003445	144	0.2	5	5	0.31	0.37	3.96	3.78	62	52	19.4	19.4	cell redox homeostasis	C
OG0003467	1302	0.8	4	5	0.3	1.02	3.96	2.89	61	18	18.4	18.4	#N/A	#N/A
OG0003592	1647	0.5	4	4	0.33	0.72	3.96	3.21	56	26	18.75	18.75	TraM recognition site of TraD and TraG	U
OG0003805	201	0.33	2	3	0.52	0.53	3.96	3.99	58	57	30	30	#N/A	#N/A
OG0003990	588	0	3	3	0.34	0.34	3.96	3.96	53	53	18	18	Bacitracin ABC transporter permease	I
OG0004471	1737	0	2	2	0.58	0.58	3.96	3.96	55	55	32	32	DNA polymerase elongation subunit (Family B)	L
OG0004588	768	0	2	2	0.61	0.61	3.96	3.96	55	55	33.5	33.5	helicase activity	S
OG0000358	1215	0.09	77	81	0.12	0.12	3.97	3.95	154	149	18.56	18.56	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine	E
OG0000753	369	0.05	77	78	0.12	0.12	3.97	3.98	174	173	21.01	21.01	Family of unknown function (DUF5327)	S
OG0000799	939	0.03	77	77	0.17	0.18	3.97	3.95	107	102	18.19	18.19	Transporter	P
OG0000847	810	0.01	77	77	0.18	0.18	3.97	3.97	177	177	32.4	32.4	ATP-binding (A) component of a common energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates	P
OG0001273	849	0.05	77	77	0.11	0.11	3.97	3.97	188	187	21.45	21.45	Protein of unknown function DUF72	S
OG0001294	585	0.06	77	77	0.09	0.09	3.97	3.97	216	215	19.79	19.79	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins	OU
OG0002966	196.5	0	8	8	0.24	0.24	3.97	3.97	67	67	16.25	16.25	#N/A	#N/A
OG0002981	1440	0	6	8	0.26	0.26	3.97	3.97	64	64	16.88	16.88	-	-
OG0003124	105	0.14	7	7	0.26	0.3	3.97	3.86	66	57	17.29	17.29	#N/A	#N/A
OG0003133	456	0.29	6	7	0.36	0.39	3.97	3.9	64	58	22.86	22.86	-	-
OG0003324	303	0	2	6	0.31	0.31	3.97	3.97	74	74	22.67	22.67	#N/A	#N/A
OG0003355	468	0	5	5	0.33	0.33	3.97	3.97	63	63	20.8	20.8	Acetyltransferase (GNAT) domain	K
OG0003381	522	0	5	5	0.75	0.75	3.97	3.97	57	57	43	43	Calcineurin-like phosphoesterase	S
OG0003446	612	0	4	5	0.49	0.49	3.97	3.97	65	65	32	32	Domain of unknown function (DUF4355)	S
OG0003585	279	0	4	4	0.41	0.41	3.97	3.97	61	61	25	25	#N/A	#N/A
OG0003666	144	0.25	3	4	0.32	0.38	3.97	3.86	61	52	19.5	19.5	#N/A	#N/A
OG0004023	243	0	2	3	0.35	0.35	3.97	3.97	54	54	18.67	18.67	Malate:quinone oxidoreductase (Mqo)	S
OG0004085	639	0	3	3	0.4	0.4	3.97	3.97	56	56	22.67	22.67	Lysine transporter LysE	E
OG0004152	196.5	0	2	2	0.62	0.62	3.97	3.97	56	56	35	35	#N/A	#N/A
OG0004274	160.5	0	2	2	0.67	0.67	3.97	3.97	56	56	37.5	37.5	#N/A	#N/A
OG0004353	147	0	2	2	0.62	0.62	3.97	3.97	56	56	34.5	34.5	#N/A	#N/A
OG0004683	210	0	2	2	0.74	0.74	3.97	3.97	56	56	41.5	41.5	#N/A	#N/A
OG0000359	1152	0.02	77	81	0.19	0.19	3.98	3.99	116	115	21.57	21.57	acyl-CoA dehydrogenase	I
OG0000388	1923	0.07	77	81	0.12	0.12	3.98	3.96	126	125	15.47	15.47	Fusaric acid resistance protein-like	S
OG0002219	1701	0	25	25	0.18	0.18	3.98	3.98	92	92	16.8	16.8	Belongs to the IlvD Edd family	E
OG0002532	1125	0	15	15	0.2	0.2	3.98	3.98	98	98	19.33	19.33	UDP-N-acetylglucosamine 2-epimerase	G
OG0003015	279	0	8	8	0.29	0.29	3.98	3.98	73	73	21	21	component	G
OG0003048	375	0	7	7	0.24	0.24	3.98	3.98	69	69	16.86	16.86	-	-
OG0003379	495	0	5	5	0.71	0.71	3.98	3.98	58	58	41.2	41.2	-	-
OG0003494	774	0.2	5	5	0.31	0.31	3.98	3.98	58	58	18	18	-	-
OG0003839	156	0	3	3	0.37	0.37	3.98	3.98	57	57	21.33	21.33	#N/A	#N/A
OG0003910	261	0	3	3	0.49	0.49	3.98	3.98	59	59	29	29	-	-
OG0004024	198	0	3	3	0.36	0.36	3.98	3.98	55	55	20	20	PFAM Amino acid	E
OG0000350	807	0.09	77	82	0.09	0.1	3.99	3.98	198	190	18.79	18.79	"Catalyzes a proton abstraction reaction that results in 2,5-elimination of pyruvate from 2-succinyl-5-enolpyruvyl-6- hydroxy-3-cyclohexene-1-carboxylate (SEPHCHC) and the formation of 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate (SHCHC)"	S
OG0000381	1761	0.05	77	81	0.1	0.11	3.99	3.99	195	192	20.2	20.2	"COG0265 Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain"	O
OG0000411	240	0.05	76	80	0.09	0.09	3.99	4.01	188	186	17.11	17.11	Small integral membrane protein (DUF2273)	S
OG0000412	1590	0.06	77	80	0.11	0.11	3.99	3.99	212	206	22.6	22.6	Involved in the gluconeogenesis. Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP) through direct phosphoryl transfer between the nucleoside triphosphate and OAA	F
OG0000583	702	0.03	77	78	0.07	0.07	3.99	4	234	233	16.55	16.55	Transcriptional regulatory protein WalR	K
OG0000899	1623	0.05	76	77	0.12	0.12	3.99	3.99	186	182	21.51	21.51	"transferase activity, transferring acyl groups other than amino-acyl groups"	DZ
OG0001293	900	0.08	76	77	0.09	0.1	3.99	3.98	211	210	20.01	20.01	epimerase dehydratase family	S
OG0001343	510	0.06	77	77	0.14	0.14	3.99	4	141	140	20.08	20.08	YwhD family	S
OG0001348	658.5	0.05	77	76	0.12	0.12	3.99	3.99	174	173	21.37	21.37	Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine	L
OG0001520	648	0.07	73	74	0.14	0.15	3.99	3.99	138	135	19.64	19.64	COG1566 Multidrug resistance efflux pump	V
OG0001547	447	0.08	68	73	0.12	0.14	3.99	3.86	160	139	19.68	19.68	Belongs to the Dps family	P
OG0001682	954	0.06	61	63	0.11	0.11	3.99	3.99	179	177	19.32	19.32	helix_turn _helix lactose operon repressor	K
OG0002442	390	0	15	18	0.26	0.26	3.99	3.99	96	96	25	25	-	-
OG0002633	3030	0	12	13	0.24	0.24	3.99	3.99	83	83	19.54	19.54	this gene contains a nucleotide ambiguity which may be the result of a sequencing error	V
OG0002760	261	0.09	7	11	0.24	0.24	3.99	3.99	96	94	22.64	22.64	-	-
OG0002816	1011	0.2	9	10	0.2	0.21	3.99	4.05	88	85	17.5	17.5	RAMP superfamily	L
OG0003169	1122	0	6	6	0.27	0.27	3.99	3.99	67	67	18.33	18.33	-	-
OG0003205	2487	0	6	6	0.53	0.53	3.99	3.99	66	66	35.17	35.17	Helix-hairpin-helix motif	L
OG0003337	525	0	5	5	0.32	0.32	3.99	3.99	62	62	19.8	19.8	-	-
OG0003345	1635	0	5	5	0.31	0.31	3.99	3.99	62	62	19.2	19.2	"Malic enzyme, N-terminal domain"	C
OG0003382	651	0	5	5	0.76	0.76	3.99	3.99	58	58	43.8	43.8	-	-
OG0003653	282	0	4	4	0.36	0.36	3.99	3.99	60	60	21.5	21.5	#N/A	#N/A
OG0003824	354	0.33	3	3	0.35	0.41	3.99	3.82	55	46	19	19	#N/A	#N/A
OG0003891	585	0.33	3	3	0.35	0.47	3.99	3.69	55	40	19	19	#N/A	#N/A
OG0003960	1161	0	3	3	0.45	0.45	3.99	3.99	59	59	26.67	26.67	#N/A	#N/A
OG0004039	315	0	3	3	0.37	0.37	3.99	3.99	57	57	21	21	#N/A	#N/A
OG0004567	339	0	2	2	0.75	0.75	3.99	3.99	57	57	43	43	#N/A	#N/A
OG0000364	504	0.05	76	81	0.09	0.09	4	4.01	192	189	17.51	17.51	Alkaline shock protein 23	S
OG0000398	993	0.04	76	80	0.12	0.12	4	3.98	151	145	18.09	18.09	COG0604 NADPH quinone reductase and related Zn-dependent oxidoreductases	C
OG0000542	1674	0.1	77	79	0.1	0.1	4	3.98	203	192	19.3	19.3	Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC)	H
OG0000900	288	0.05	77	77	0.11	0.11	4	4	189	186	20.73	20.73	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter	O
OG0001477	543	0.01	64	75	0.09	0.09	4	3.96	224	216	19.55	19.55	Putative zincin peptidase	S
OG0001588	2406	0.03	67	70	0.12	0.12	4	4	160	159	19.63	19.63	Belongs to the nitrite and sulfite reductase 4Fe-4S domain family	C
OG0001646	1599	0.03	50	66	0.16	0.16	4	4	123	122	19.18	19.18	PTS system	G
OG0002367	765	0	18	19	0.17	0.17	4	4	98	98	16.68	16.68	ParB-like nuclease domain	K
