OG	Median OG length (bp)	Proportion contexts near scaffold edge	Number of genomes with OG	Number of instances	Context variability score	Context variability score - complete contexts	Context entropy score	Context entropy score - complete contexts	Number of distinct neighbor OGs	Number of distinct OGs from complete contexts	Avg. number of distinct neighbor OGs	Avg. number of distinct neighbor OGs from complete contexts
OG0006998	420.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0006999	156.0	0.0	1	1	1.0	1.0	2.4	2.4	11	11	11	11
OG0007000	195.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007001	165.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007002	321.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007003	270.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007004	567.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007005	366.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007006	234.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007007	249.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007008	102.0	0.0	1	1	1.0	1.0	2.48	2.48	12	12	12	12
OG0007009	111.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007010	402.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007011	150.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007012	129.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007013	213.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007014	96.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007015	510.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007016	240.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007017	765.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007018	1542.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007019	177.0	0.0	1	1	1.0	1.0	1.79	1.79	6	6	6	6
OG0007020	186.0	0.0	1	1	1.0	1.0	1.79	1.79	6	6	6	6
OG0007021	252.0	0.0	1	1	1.0	1.0	1.61	1.61	5	5	5	5
OG0007022	102.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007023	183.0	0.0	1	1	1.0	1.0	3.3	3.3	27	27	27	27
OG0007024	264.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007025	150.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007026	102.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007027	192.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007028	138.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007029	192.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007030	111.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007031	276.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007032	105.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007033	153.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007034	90.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007035	96.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007036	294.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007037	327.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007038	123.0	0.0	1	1	1.0	1.0	2.56	2.56	13	13	13	13
OG0007039	108.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007040	1044.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007041	453.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007042	129.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007043	1335.0	0.0	1	1	1.0	1.0	3.22	3.22	25	25	25	25
OG0007044	126.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007045	195.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007046	570.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007047	96.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007048	183.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007049	744.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007050	255.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007051	132.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007052	270.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007053	207.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007054	1830.0	0.0	1	1	1.0	1.0	3.26	3.26	26	26	26	26
OG0007055	360.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007056	489.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007057	132.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007058	150.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007059	318.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007060	186.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007061	126.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007062	153.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007063	171.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007064	144.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007065	180.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007066	354.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007067	90.0	1.0	1	1	1.0	NA	2.71	NA	15	0	15	15
OG0007068	393.0	1.0	1	1	1.0	NA	2.4	NA	11	0	11	11
OG0007069	468.0	1.0	1	1	1.0	NA	2.56	NA	13	0	13	13
OG0007070	264.0	1.0	1	1	1.0	NA	2.71	NA	15	0	15	15
OG0007071	267.0	1.0	1	1	1.0	NA	2.71	NA	15	0	15	15
OG0007072	258.0	1.0	1	1	1.0	NA	2.71	NA	15	0	15	15
OG0007073	264.0	1.0	1	1	1.0	NA	2.77	NA	16	0	16	16
OG0007074	345.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007075	240.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007076	213.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007077	1851.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007078	477.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007079	1140.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007080	90.0	0.0	1	1	1.0	1.0	3.22	3.22	25	25	25	25
OG0007081	249.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007082	240.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007083	246.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007084	243.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007085	99.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007086	177.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007087	1224.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007088	243.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007089	1374.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007090	324.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007091	291.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007092	378.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007093	222.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007094	192.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007095	207.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007096	837.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007097	315.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007098	177.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007099	171.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007100	144.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007101	450.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007102	1191.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007103	1365.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007104	1671.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007105	456.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007106	1674.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007107	135.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007108	402.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007109	213.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007110	798.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007111	666.0	0.0	1	1	1.0	1.0	3.22	3.22	25	25	25	25
OG0007112	390.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007113	1500.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007114	726.0	0.0	1	1	1.0	1.0	2.3	2.3	10	10	10	10
OG0007115	147.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007116	168.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007117	204.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007118	804.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007119	252.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007120	213.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007121	987.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007122	1119.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007123	360.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007124	432.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007125	150.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007126	633.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007127	324.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007128	333.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007129	351.0	0.0	1	1	1.0	1.0	2.3	2.3	10	10	10	10
OG0007130	372.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007131	528.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007132	1590.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007133	177.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007134	177.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007135	783.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007136	381.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007137	273.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007138	795.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007139	243.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007140	894.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007141	1683.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007142	1191.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007143	411.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007144	327.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007145	174.0	0.0	1	1	1.0	1.0	3.26	3.26	26	26	26	26
OG0007146	153.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007147	156.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007148	171.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007149	837.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007150	276.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007151	270.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007152	522.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007153	105.0	1.0	1	1	1.0	NA	2.77	NA	16	0	16	16
OG0007154	1530.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007155	801.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007156	1566.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007157	138.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007158	429.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007159	258.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007160	492.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007161	1668.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007162	177.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007163	1470.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007164	1098.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007165	237.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007166	93.0	1.0	1	1	1.0	NA	2.94	NA	19	0	19	19
OG0007167	174.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007168	603.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007169	1038.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007170	453.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007171	1299.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007172	849.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007173	315.0	0.0	1	1	1.0	1.0	2.2	2.2	9	9	9	9
OG0007174	4857.0	1.0	1	1	1.0	NA	2.3	NA	10	0	10	10
OG0007175	159.0	1.0	1	1	1.0	NA	1.61	NA	5	0	5	5
OG0007176	6756.0	1.0	1	1	1.0	NA	2.08	NA	8	0	8	8
OG0007177	252.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007178	300.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007179	450.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007180	837.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007181	855.0	1.0	1	1	1.0	NA	3.14	NA	23	0	23	23
OG0007182	543.0	1.0	1	1	1.0	NA	3.14	NA	23	0	23	23
OG0007183	90.0	1.0	1	1	1.0	NA	3.0	NA	20	0	20	20
OG0007184	318.0	1.0	1	1	1.0	NA	2.64	NA	14	0	14	14
OG0007185	249.0	1.0	1	1	1.0	NA	2.64	NA	14	0	14	14
OG0007186	186.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007187	99.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007188	585.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007189	1110.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007190	456.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007191	549.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007192	279.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007193	2487.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007194	2592.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007195	105.0	0.0	1	1	1.0	1.0	2.48	2.48	12	12	12	12
OG0007196	162.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007197	105.0	0.0	1	1	1.0	1.0	3.26	3.26	26	26	26	26
OG0007198	426.0	0.0	1	1	1.0	1.0	3.3	3.3	27	27	27	27
OG0007199	204.0	0.0	1	1	1.0	1.0	3.56	3.56	35	35	35	35
OG0007200	123.0	0.0	1	1	1.0	1.0	3.71	3.71	41	41	41	41
OG0007201	801.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007202	222.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007203	189.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007204	378.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007205	105.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007206	147.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007207	1008.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007208	231.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007209	531.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007210	141.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007211	411.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007212	723.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007213	1014.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007214	687.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007215	195.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007216	594.0	0.0	1	1	1.0	1.0	3.22	3.22	25	25	25	25
OG0007217	111.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007218	177.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007219	1023.0	1.0	1	1	1.0	NA	2.77	NA	16	0	16	16
OG0007220	2184.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007221	369.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007222	174.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007223	117.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007224	372.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007225	147.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007226	291.0	0.0	1	1	1.0	1.0	2.56	2.56	13	13	13	13
OG0007227	462.0	0.0	1	1	1.0	1.0	3.22	3.22	25	25	25	25
OG0007228	174.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007229	132.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007230	939.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007231	942.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007232	90.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007233	618.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007234	528.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007235	5133.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007236	5247.0	0.0	1	1	1.0	1.0	2.3	2.3	10	10	10	10
OG0007237	138.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007238	459.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007239	492.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007240	114.0	0.0	1	1	1.0	1.0	3.47	3.47	32	32	32	32
OG0007241	222.0	0.0	1	1	1.0	1.0	3.56	3.56	35	35	35	35
OG0007242	96.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007243	420.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007244	303.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007245	273.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007246	600.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007247	1860.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007248	780.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007249	561.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007250	567.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007251	423.0	0.0	1	1	1.0	1.0	2.56	2.56	13	13	13	13
OG0007252	1071.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007253	114.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007254	90.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007255	180.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007256	936.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007257	585.0	0.0	1	1	1.0	1.0	2.56	2.56	13	13	13	13
OG0007258	1680.0	0.0	1	1	1.0	1.0	2.48	2.48	12	12	12	12
OG0007259	2343.0	0.0	1	1	1.0	1.0	2.48	2.48	12	12	12	12
OG0007260	1074.0	0.0	1	1	1.0	1.0	2.48	2.48	12	12	12	12
OG0007261	108.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007262	279.0	0.0	1	1	1.0	1.0	3.26	3.26	26	26	26	26
OG0007263	144.0	0.0	1	1	1.0	1.0	3.26	3.26	26	26	26	26
OG0007264	156.0	0.0	1	1	1.0	1.0	3.3	3.3	27	27	27	27
OG0007265	267.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007266	189.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007267	144.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007268	312.0	0.0	1	1	1.0	1.0	3.61	3.61	37	37	37	37
OG0007269	114.0	0.0	1	1	1.0	1.0	3.37	3.37	29	29	29	29
OG0007270	102.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007271	105.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007272	366.0	0.0	1	1	1.0	1.0	3.78	3.78	44	44	44	44
OG0007273	207.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007274	123.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007275	1173.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007276	1296.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007277	96.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007278	507.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007279	1071.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007280	165.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007281	594.0	0.0	1	1	1.0	1.0	3.26	3.26	26	26	26	26
OG0007282	600.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007283	600.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007284	177.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007285	99.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007286	111.0	1.0	1	1	1.0	NA	2.89	NA	18	0	18	18
OG0007287	111.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007288	174.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007289	120.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007290	285.0	0.0	1	1	1.0	1.0	2.56	2.56	13	13	13	13
OG0007291	159.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007292	204.0	0.0	1	1	1.0	1.0	3.71	3.71	41	41	41	41
OG0007293	207.0	0.0	1	1	1.0	1.0	3.74	3.74	42	42	42	42
OG0007294	159.0	0.0	1	1	1.0	1.0	3.71	3.71	41	41	41	41
OG0007295	192.0	0.0	1	1	1.0	1.0	3.56	3.56	35	35	35	35
OG0007296	309.0	0.0	1	1	1.0	1.0	3.53	3.53	34	34	34	34
OG0007297	147.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007298	174.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007299	1326.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007300	846.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007301	117.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007302	108.0	0.0	1	1	1.0	1.0	3.22	3.22	25	25	25	25
OG0007303	189.0	0.0	1	1	1.0	1.0	2.2	2.2	9	9	9	9
OG0007304	1359.0	0.0	1	1	1.0	1.0	2.4	2.4	11	11	11	11
OG0007305	102.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007306	483.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007307	186.0	0.0	1	1	1.0	1.0	3.78	3.78	44	44	44	44
OG0007308	306.0	0.0	1	1	1.0	1.0	3.76	3.76	43	43	43	43
OG0007309	828.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007310	108.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007311	93.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007312	390.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007313	315.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007314	189.0	0.0	1	1	1.0	1.0	2.48	2.48	12	12	12	12
OG0007315	636.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007316	480.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007317	264.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007318	117.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007319	189.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007320	780.0	0.0	1	1	1.0	1.0	3.58	3.58	36	36	36	36
OG0007321	366.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007322	93.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007323	285.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007324	1242.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007325	714.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007326	801.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
